word,wordURL,meaning_1,sentence_1,meaning_2,sentence_2,meaning_3,sentence_3,way_to_remember,way_to_remember2,difficulty
complaisant,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-6/complaisant#back,",adjective: showing a cheerful willingness to do favors for others,"On her first day at the job, Annie was complaisant, fulfilling every request of her new employer and anticipating future requests.",None,None,None,None,"com + plais(please) + ant
come and please the a(u)nt..lol","FOCUS ON sant(saint!), who is  always obliging.",ADVANCED
inequity,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-6/inequity#back,",noun: injustice by virtue of not conforming with rules or standards,"After decades of racial inequity, the ""separate but equal"" doctrine was successfully overturned.",None,None,None,None,something not done equally so this is unfair,None,ADVANCED
mendicant,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-6/mendicant#back,",noun: a pauper who lives by begging,"Tolstoy was an aristocrat, but he strove to understand the Christianity of the Russian peasants by wandering among them as a mendicant.",None,None,None,None,Mandi me chant karta hua bhikhari,Men+die+cant= men die because they can't work so they beg to survive,ADVANCED
vaunted,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-6/vaunted#back,",adjective: highly or widely praised or boasted about,"For years, they had heard of New York City's vaunted skyline, and when they finally saw it, the spectacular cityscape did not disappoint them in the least.",None,None,None,None,None,None,ADVANCED
gumption,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-6/gumption#back,",noun: resourcefulness and determination,"Wallace Stegner lamented the lack of gumption in the U.S. during the sixties, claiming that no young person knew the value of work.",None,None,None,None,gump sounds like jump . to jump on from the top of the building need courage,forest grump-> to do things easily wdout any skillful knowledge,ADVANCED
impervious,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-6/impervious#back,",adjective: not admitting of passage or capable of being affected,I am not impervious to your insults; they cause me great pain.,None,None,None,None,im(not)+pravesh(enter) so unpenetrable...,"""i m pervez(pervez musharraf)""...no matter wat u say, i won't be affected!!",ADVANCED
abjure,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-6/abjure#back,",verb: formally reject or give up (as a belief),"While the church believed that Galileo abjured the heliocentric theory under threat of torture, he later wrote a book clearly supporting the theory.",None,None,None,None,"Abjure think it like injure. so once you are injured you will give up.
so abjure means give up",ab+jure...jure- jor (in Hindi) Jor lagaao chodoo mat....(Don't Give up) (this mnemonic is in Hindi Language),ADVANCED
appropriate,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-6/appropriate#back,",verb: to give or take something by force,"The government appropriated land that was occupied by squatters, sending them scurrying for another place to live.",verb: to allocate,The committe appropriated the funds to its various members.,None,None,"appropriate = a + property + iate.. i.e. to make it your own property .. by force if required.. And also when you are appropriating it your self you are ""allocating"" it to yourself.","appropriate: is like app(apple) rop(rob) riate(ate= taking away), is taking ur apple from u, taking possession of.",ADVANCED
discursive,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-6/discursive#back,",adjective: (of e.g. speech and writing) tending to depart from the main point,"Many readers find it tough to read Moby Dick since the author is discursive, often cutting the action short to spend 20 pages on the history of a whale.",None,None,None,None,Think of it as cursive writing which deviates from the central point.,"dis(means NOT)+CURSIVE(MEANS NEAT AND CLEAR)...so anything which is not clear and neat, is said to be discursive.ex a discursive novel.",ADVANCED
malingerer,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-6/malingerer#back,",noun: someone shirking their duty by pretending to be sick or incapacitated,"At one time, our country was full of hardworking respectful people, but now it seems that everyone is a malingerer with little inclination to work.",None,None,None,None,Ma linger= child lingering around her mom to avoid going to school.,Malinga feigned illness to avoid bowling to Tendulkar,ADVANCED
splenetic,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-7/splenetic#back,",adjective: very irritable,"Ever since the car accident, Frank has been unable to walk without a cane, and so he has become splenetic and unpleasant to be around.",None,None,None,None,"Note that many of the words with roots from body organs mean irritable. Examples: splenetic, spleen, bilious, atrabilious, dyspeptic, livery, and liverish.","SPLENETIC ,when u have a pain in the spleen,u get ILL-TEMPERED",ADVANCED
eponym,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-7/eponym#back,",noun: the name derived from a person (real or imaginary); the person for whom something is named,"Alexandria, Egypt is an eponym because it is named after Alexander the Great.",None,None,None,None,None,None,ADVANCED
despot,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-7/despot#back,",noun: a cruel and oppressive dictator,"The Emperor Claudius was regarded as a fair-minded leader; his successor, Nero, was an absolute despot.",None,None,None,None,Cruel dictators kill thousands of people on de (the) spot (despot),de + sportive..a person who is not sportive is authoritative,ADVANCED
hoodwink,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-7/hoodwink#back,",verb: to deceive or trick someone,"Someone tried to hoodwink Marty with an email telling him that his uncle had just passed away, and to collect the inheritance he should send his credit card information.",None,None,None,None,you WINK under the HOOD of your jacket. To deceive what you are doing,remember the way the wolf hoodwinked red riding hood,ADVANCED
diminutive,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-7/diminutive#back,",noun: to indicate smallness,"He prefers to be called a diminutive of his name: ""Bill"" instead of ""John William.""",adjective: very small,"When he put on his father's suit and shoes, his appearance was that of a diminutive youth.",None,None,THE+MINUTEive.....,dimin+utiveâ€”diminish which means very small,ADVANCED
modicum,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-7/modicum#back,",noun: a small or moderate or token amount,"If my sister had even a modicum of sense, she wouldn't be engaged to that barbarian.",None,None,None,None,MODICUM=MODERATE+INCOME,"modicum and moderate had ""mode"" in common...and ""cum"" means small in hindi.",ADVANCED
simulacrum,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-7/simulacrum#back,",noun: a representation of a person (especially in the form of sculpture),The Shanghai Urban Planning Exhibition Center showcases a simulacrum of all the present and approved buildings in the city of Shanghai.,noun: a bad imitation,The early days of computer graphics made real people into a simulacrum that now seems comical.,None,None,SIMULACRUM = SIMULATION,SIMILAR but not exact(false),ADVANCED
canard,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-7/canard#back,",noun: a deliberately misleading fabrication,The public will always be fooled by the media's canards.,None,None,None,None,"Remember Kannad movies...their fighting is so unreal..false...

so remember canard as being a false portrayal.","canard - can hard, it can hardly happen. It is exaggerated.",ADVANCED
sardonic,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-7/sardonic#back,",adjective: disdainfully or ironically humorous; scornful and mocking,A stand-up comedian walks a fine line when making jokes about members of the audience; such fun and joking can quickly become sardonic and cutting.,None,None,None,None,"sorry to comment but.. remember sardarji
always people mock at them making jokes. so remember as sardonic",think of SARDONIC as SARCASTIC + IRONIC,ADVANCED
row,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-7/row#back,",noun: an angry dispute,The Prime Minister looked very foolish after his row with the foreign dignitary was caught on video and posted on youtube.,None,None,None,None,When you sit in a row with your enimies you argue and quarrel,None,ADVANCED
pillory,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-7/pillory#back,",verb: ridicule or expose to public scorn,"After the candidate confessed, the press of the opposing party took the opportunity to pillory him, printing editorials with the most blatantly exaggerated accusations.",None,None,None,None,"Pillory:
The word pillor stands out.
Visualise a person being tied to a pillar as a punishment.",Pillar. Pillar mein bandh ke pelna(beating).,ADVANCED
palaver,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-7/palaver#back,",verb: speak (about unimportant matters) rapidly and incessantly,"During the rain delay, many who had come to see the game palavered, probably hoping that idle chatter would make the time go by faster.",None,None,None,None,"if pa(father) catches u in lav(love), it is uncessary inconvenient n trouble for u",Pal+forever; What do we do when we are with our best friends (pal + forever). We endlessly gossip and babble anything.,ADVANCED
estimable,"https://gre.magoosh.com/flashcards/vocabulary/advanced-words-7/estimable#back,",adjective: deserving of esteem and respect,"After serving thirty years, in which he selflessly served the community, Judge Harper was one of the more estimable people in town.",None,None,None,None,"firstly... estimable -> estimate. able to calculate.

secondly, estimable->esteem.. and esteem means respect.","Estimable/Esteem= great respect,Just think in olden days if any one goes in Ford Esteem Car they will be respected,since they are Rich and helps others.....",ADVANCED
